agency_id,metric_key,value_numeric,value_text,unit,period_year,as_of_date,source_name,source_url,source_pub_date,confidence,notes
US-MO,cps_referrals_annual,64000,,count,2024,2024-12-01,Missouri Child Abuse and Neglect Annual Report FY2024,https://dss.mo.gov/re/pdf/can/2024-can-annual-report.pdf,2024-12-01,medium,"Over 64,000 reported incidents FY2024 involving 91,000+ children"
US-MO,min_education_required,,Bachelor's degree (SW/human services preferred not required),,2026,,Missouri Office of Administration Class Spec - Children's Service Worker I,https://oa.mo.gov/personnel/classification-specifications/5180,2026-01-01,high,"Substitutions allowed for unrelated degrees with experience"
US-MO,bls_social_workers_mean_wage_usd,41240,,usd,2024,,classet.org BLS OEWS 21-1021 Missouri,https://www.classet.org/salary/21-1021.00/MO,2024-01-01,medium,"OEWS aggregator; bls.gov blocked"
US-MO,bls_social_workers_median_wage_usd,38750,,usd,2024,,classet.org BLS OEWS 21-1021 Missouri,https://www.classet.org/salary/21-1021.00/MO,2024-01-01,medium,"OEWS aggregator median; bls.gov blocked"
US-WA,caseworker_turnover_rate_pct,18.6,,pct,2023,2023-09-30,DCYF Child Welfare Workload Model Report,https://www.dcyf.wa.gov/sites/default/files/pdf/reports/CW-WorkloadModel-2023.pdf,2023-12-01,medium,"Social Service Specialist turnover Oct 2022-Sep 2023, down from 25.5%"
US-WA,children_in_foster_care,4971,,count,2024,2024-08-14,DCYF Child Welfare Agency Performance Dashboard,https://www.dcyf.wa.gov/practice/oiaa/agency-performance/reduce-out-of-home-care/cw-dashboard,2024-08-14,medium,"In out-of-home care; ~50% reduction since 2018"
US-WA,cps_referrals_annual,122222,,count,2025,,DCYF By the Numbers,https://dcyf.wa.gov/practice/dcyf-by-numbers,,medium,"Reports to intake; CY2022 APSR was 122818"
US-WA,recommended_caseload_standard,8,,count,2023,,DCYF Child Welfare Workload Model Report,https://www.dcyf.wa.gov/sites/default/files/pdf/reports/CW-WorkloadModel-2023.pdf,2023-12-01,medium,"Max 8 new CPS investigations/month/FTE; CFWS standard 12-15 families"
US-WA,caseworker_entry_salary_usd,64440,,usd,2024,,DCYF CFWS Social Service Specialist 3 posting,https://www.governmentjobs.com/careers/washington/dcyf/jobs/4575198/cfws-social-service-specialist-3-sss3-vancouver,,medium,"SSS3 entry $5370/mo annualized; King County +5%"
US-WA,caseworker_salary_max_usd,86712,,usd,2024,,DCYF CFWS Social Service Specialist 3 posting,https://www.governmentjobs.com/careers/washington/dcyf/jobs/4575198/cfws-social-service-specialist-3-sss3-vancouver,,medium,"Top of SSS3 range $7226/mo annualized"
US-WA,min_education_required,,Bachelor's in social/human services/behavioral sciences/criminal justice; SSS3 also 2 yrs experience or Master's + 1 yr,,2024,,WA OFM Class Specification Social Service Specialist 3,https://ofm.wa.gov/state-human-resources/compensation-job-classes/ClassifiedJobListing/Specifications/1327,2024,high,"Bachelor's minimum for SSS series"
US-WA,licensure_required,,No,,2024,,DCYF Licensure Support Program announcement,https://dcyf.wa.gov/news/dcyf-launches-licensure-support-program-child-welfare-staff,,high,"Not required; DCYF runs voluntary licensure support program"
US-WA,bls_social_workers_employment,10570,,count,2024,2024-05-01,BLS OEWS 21-1021 Washington via snippet,https://www.bls.gov/oes/current/oes_wa.htm,,low,"~10,570 employed statewide May 2024; bls.gov blocked"
US-WI,cps_referrals_annual,72170,,count,2023,,Wisconsin Child Abuse and Neglect Annual Report CY2023,https://dcf.wisconsin.gov/files/cwportal/reports/pdf/2023can.pdf,2024,high,"Statewide referrals; Milwaukee via state-run DMCPS"
US-WI,cps_investigations_annual,20923,,count,2023,,Wisconsin Child Abuse and Neglect Annual Report CY2023,https://dcf.wisconsin.gov/files/cwportal/reports/pdf/2023can.pdf,2024,high,"Referrals screened-in (29%) for initial assessment"
US-WI,children_in_foster_care,1746,,count,2023,,Wisconsin Out-of-Home Care Report,https://dcf.wisconsin.gov/files/cwportal/reports/pdf/ohc.pdf,2024,medium,"Avg per-month children in out-of-home care 2023; from snippet"
US-WI,caseworker_turnover_rate_pct,23,,pct,2023,,Annual DMCPS Independent Monitoring Report Jan-Dec 2023,https://dcf.wisconsin.gov/files/mcps/reports/Final_January-December%202023%20Annual%20DMCPS%20Independent%20Monitoring%20Report.pdf,2024,high,"DMCPS (state-run Milwaukee) Initial Assessment Specialist turnover; not statewide"
US-WI,recommended_caseload_standard,11,,count,2023,,Jeanine B. Settlement / DMCPS Independent Monitoring Report,https://dcf.wisconsin.gov/files/mcps/reports/Final_January-December%202023%20Annual%20DMCPS%20Independent%20Monitoring%20Report.pdf,2024,high,"DMCPS Ongoing Case Manager not to exceed 11 families (Jeanine B.); actual 7.8-8.3"
US-WI,bls_social_workers_median_wage_usd,48150,,usd,2023,,O*NET/classet Wisconsin 21-1021 OEWS-based,https://www.classet.org/salary/21-1021.00/WI,2024,medium,"WI median SOC 21-1021; occupation proxy"
US-WI,bls_social_workers_mean_wage_usd,50950,,usd,2023,,O*NET/classet Wisconsin 21-1021 OEWS-based,https://www.classet.org/salary/21-1021.00/WI,2024,medium,"WI mean SOC 21-1021; confirm against bls.gov"
US-WI,county_data_availability,,"County-administered (72 counties) plus state-run DMCPS in Milwaukee; DCF annual CAN/OHC reports include county breakdowns; workforce metrics published mainly for DMCPS via Independent Monitoring Reports",,2024,,Wisconsin DCF Child Welfare Reports,https://dcf.wisconsin.gov/cwportal/reports,2024,medium,"County caseload/outcome data in dashboards; workforce mainly DMCPS"
US-ND,caseworker_turnover_rate_pct,37,,pct,2022,,Bismarck Tribune (NDHHS data),https://bismarcktribune.com/community/mandannews/news/burnout-hits-child-protection-and-family-services-workers-in-north-dakota/article_f339b202-b6d7-11ed-b736-4fab0a193ddf.html,2023-03-05,medium,"Statewide CPS/family services turnover; Human Service Zone model"
US-ND,recommended_caseload_standard,11,,count,2023,,Bismarck Tribune (NDHHS),https://bismarcktribune.com/community/mandannews/news/burnout-hits-child-protection-and-family-services-workers-in-north-dakota/article_f339b202-b6d7-11ed-b736-4fab0a193ddf.html,2023-03-05,medium,"CPS ~10-12 cases; foster care 14-18; midpoint shown"
US-ND,children_in_foster_care,1300,,count,2024,2024-04-10,KFYR-TV (NDHHS),https://www.kfyrtv.com/2024/04/10/more-foster-parents-needed-north-dakota/,2024-04-10,medium,"Nearly 1,300 in foster system; county/zone-administered"
US-ND,pct_staff_with_social_work_degree,21.9,,pct,2020,2020-06-30,ND 2020-2024 CFSP,https://fosteringchamps.org/wp-content/uploads/2020/06/North-Dakota-2020-2024-cfsp-report.pdf,2020-06-30,medium,"21.9% held BSW; +52.3% held non-SW bachelor's"
US-ND,min_education_required,,Bachelor's in social work or related field + 2 yrs experience,,2024,,ND Child Protective Service Worker posting,https://www.behavioralhealth.nd.gov/node/2251,,medium,"Zone-administered hiring; LSW not required"
US-ND,bls_social_workers_mean_wage_usd,67350,,usd,2024,2025-04-02,BLS OEWS May 2024 21-1021 North Dakota via CareerOneStop,https://www.bls.gov/oes/2024/may/oes_nd.htm,2025-04-02,medium,"ND mean annual wage SOC 21-1021"
US-ND,bls_social_workers_median_wage_usd,66900,,usd,2024,2025-04-02,BLS OEWS May 2024 21-1021 North Dakota via CareerOneStop,https://www.bls.gov/oes/2024/may/oes_nd.htm,2025-04-02,medium,"ND median annual wage SOC 21-1021"
US-ND,county_data_availability,,"County/regionally administered via 48 local Human Service Zone boards (consolidated ~2020); workforce metrics vary sharply by zone (some zones 64% turnover vs 37% statewide in 2022); no comprehensive public zone-by-zone dataset",,2023,,Bismarck Tribune / NDHHS Human Service Zones,https://www.hhs.nd.gov/service-locations/human-service/zones,,medium,"48 Human Service Zone boards; zone-level data fragmentary"
US-OH,caseworker_turnover_rate_pct,38,,pct,2020,,PCSAO / OSU College of Social Work workforce report via Cleveland Scene,https://www.clevescene.com/news/mounting-child-welfare-caseworker-shortages-put-more-ohio-kids-at-risk-41814845,,medium,"Statewide turnover 2020; national avg cited 30%"
US-OH,vacancy_rate_pct,20,,pct,2023,,PCSAO via Cleveland Scene,https://www.clevescene.com/news/mounting-child-welfare-caseworker-shortages-put-more-ohio-kids-at-risk-41814845,,medium,"~1 in 5 positions vacant start of 2023; 21 counties had 40%+ turnover"
US-OH,recommended_caseload_standard,12,,count,1995,,Child Welfare League of America (CWLA),https://www.cwla.org/our-work/practice-excellence-center/workforce-2/caseload-workload/,,medium,"National CWLA standard 12-15; Ohio has no codified statewide max"
US-OH,avg_caseload_per_caseworker,13,,count,2010,,PCSAO / OSU EPIC,https://u.osu.edu/epic/2020/12/07/caseworkers-overworked-and-on-the-decline/,,low,"Jan 2010 statewide avg 13 cases/FTE; dated"
US-OH,annual_preservice_training_hours,102,,hours,2024,,Ohio Child Welfare Training Program (OCWTP) / Ohio CAPS,https://ohiocaps.org/ocwtp/training-requirements/,,high,"102 hours Caseworker Core within first year; 36 hrs/yr in-service after"
US-OH,min_education_required,,Bachelor's in human-services field; or any bachelor's + 2 yrs experience (must obtain HS bachelor's within 5 yrs),,2024,,Ohio Administrative Code 5101:2-33-55,http://codes.ohio.gov/oac/5101:2-33-55,,high,"Renumbered 5180:2-33-55 effective 01/02/2025"
US-OH,licensure_required,,No,,2024,,Ohio Administrative Code 5101:2-33-55,http://codes.ohio.gov/oac/5101:2-33-55,,medium,"Rule governs education/training not licensure"
US-OH,children_in_foster_care,16500,,count,2020,2020-07-01,PCSAO Factbook,https://pcsao.org/publications/factbook/,,low,"Over 16,500 in PCSA custody July 2020; verify in current Factbook"
US-OH,county_data_availability,,"County-administered (88 PCSAs); PCSAO Factbook publishes annual county-by-county profiles; per-county workforce headcount/turnover less consistently public",,2023,,PCSAO Factbook,https://pcsao.org/publications/factbook/,,medium,"County profiles strong on caseload/custody/expenditures"
